id,employee_id,period_start,period_end,gross_pay,net_pay,paid,created_at
126,1595,2022-12-16,2023-01-15,1446.71,9187.14,True,2023-11-24T04:44:54
127,432,2023-06-13,2023-07-13,6414.36,7341.56,False,2022-12-13T04:21:29
128,755,2023-06-04,2023-07-04,8156.85,2660.61,True,2024-01-12T17:34:09
129,964,2024-06-07,2024-07-07,3935.35,4988.59,True,2025-09-11T10:34:17
130,1249,2024-03-02,2024-04-01,5202.23,1468.40,False,2025-05-04T05:57:25
131,1838,2023-02-03,2023-03-05,2084.93,3309.98,True,2024-01-28T17:34:29
132,302,2023-11-06,2023-12-06,3148.22,2685.15,True,2024-03-19T11:26:24
133,197,2023-06-07,2023-07-07,7518.25,5577.34,False,2023-03-07T02:10:24
134,1622,2024-08-30,2024-09-29,5973.00,4335.30,False,2023-12-02T21:05:21
135,340,2022-11-14,2022-12-14,5741.22,4866.57,True,2024-09-12T02:44:41
136,766,2023-05-31,2023-06-30,680.55,4224.88,False,2023-01-05T03:42:48
137,1755,2024-09-23,2024-10-23,7062.45,7418.80,True,2023-07-08T12:15:46
138,1830,2024-09-10,2024-10-10,3395.79,5118.57,False,2024-07-10T16:58:19
139,86,2023-03-25,2023-04-24,5020.63,6576.53,True,2024-09-03T00:59:07
140,1064,2023-07-17,2023-08-16,4100.90,3724.36,False,2024-06-23T22:02:08
141,1069,2024-08-11,2024-09-10,4686.51,2035.27,True,2024-07-02T06:58:35
142,1777,2022-11-02,2022-12-02,7459.14,4511.45,False,2023-11-22T22:37:31
143,1796,2022-11-08,2022-12-08,7650.43,6133.33,False,2024-10-04T16:22:07
144,1780,2023-08-18,2023-09-17,5313.08,4613.60,True,2022-12-09T11:51:17
145,780,2024-07-20,2024-08-19,684.96,950.44,False,2024-02-17T04:19:48
146,1103,2024-01-06,2024-02-05,1763.30,6555.59,False,2025-01-19T20:27:17
147,295,2022-11-11,2022-12-11,7679.46,8927.43,True,2023-01-06T20:06:56
148,1991,2023-06-19,2023-07-19,4383.30,4587.69,True,2023-09-26T01:30:59
149,131,2022-12-23,2023-01-22,1301.39,2201.49,True,2023-01-21T00:57:02
150,1303,2023-08-17,2023-09-16,9440.70,7200.11,True,2023-05-19T15:30:08
151,1712,2023-09-08,2023-10-08,3357.04,1268.63,False,2025-03-21T23:11:33
152,1920,2024-04-02,2024-05-02,9459.71,4738.87,False,2024-10-12T22:30:42
153,1551,2024-04-21,2024-05-21,4107.43,6751.47,False,2022-12-13T14:09:49
154,434,2023-10-01,2023-10-31,7493.05,1216.72,False,2025-06-04T20:51:42
155,1209,2022-12-23,2023-01-22,6084.58,4700.11,True,2025-07-01T23:26:50
156,1765,2024-04-27,2024-05-27,8183.49,9236.94,False,2024-01-18T21:49:03
157,509,2023-01-20,2023-02-19,5305.84,5310.58,True,2025-03-11T02:56:56
158,1635,2023-01-17,2023-02-16,2170.45,1765.32,True,2023-02-09T18:41:01
159,1350,2024-06-16,2024-07-16,8754.39,3952.15,False,2023-08-17T02:58:10
160,928,2023-01-09,2023-02-08,7035.36,3710.28,True,2025-06-08T03:34:03
161,1556,2024-04-10,2024-05-10,6629.00,7608.11,False,2022-11-12T12:15:08
162,553,2024-06-17,2024-07-17,8161.14,3422.79,True,2025-03-13T04:02:30
163,1283,2022-12-26,2023-01-25,3613.07,3889.39,True,2023-05-21T23:24:32
164,314,2023-07-15,2023-08-14,614.24,9178.80,True,2023-09-07T20:37:09
165,1608,2023-06-16,2023-07-16,3165.96,4111.41,False,2024-08-15T21:22:46
166,1386,2024-02-20,2024-03-21,3053.86,9341.45,False,2024-02-02T07:55:31
167,250,2024-01-10,2024-02-09,2492.14,917.62,True,2024-04-09T19:56:14
168,1145,2023-12-20,2024-01-19,6938.88,8978.11,True,2022-11-18T20:20:00
169,1876,2023-10-27,2023-11-26,7424.48,5589.74,True,2025-10-07T13:39:19
170,1240,2022-12-25,2023-01-24,6188.83,3492.81,True,2023-09-10T15:40:28
171,1948,2023-08-21,2023-09-20,4151.18,8125.09,True,2025-05-13T13:12:06
172,1063,2023-01-27,2023-02-26,7344.20,6008.81,True,2024-05-31T15:39:57
173,781,2023-05-12,2023-06-11,1884.18,5698.15,False,2025-02-05T06:58:45
174,31,2023-09-28,2023-10-28,3408.22,2088.42,False,2025-01-18T12:54:19
175,1436,2023-10-28,2023-11-27,5205.97,7668.78,True,2023-06-18T14:31:38
176,503,2023-11-29,2023-12-29,4504.34,2134.92,True,2024-10-06T21:44:45
177,738,2023-03-14,2023-04-13,4077.74,3430.80,False,2023-02-25T17:20:14
178,1870,2023-01-19,2023-02-18,2173.97,6101.60,False,2024-05-28T20:42:48
179,1257,2023-10-03,2023-11-02,3350.78,1675.56,False,2024-12-05T11:14:48
180,345,2024-06-25,2024-07-25,5697.61,5371.32,True,2023-09-05T20:18:54
181,1388,2024-01-22,2024-02-21,9678.99,5390.69,False,2024-03-12T12:56:43
182,1562,2023-10-19,2023-11-18,795.00,1024.17,True,2024-11-08T17:57:26
183,943,2023-12-06,2024-01-05,1444.89,5822.14,True,2023-04-21T23:11:52
184,1873,2023-03-14,2023-04-13,9609.00,6806.31,True,2023-06-24T00:41:02
185,501,2023-05-15,2023-06-14,7909.59,4167.36,True,2023-04-06T15:19:37
186,1040,2023-02-10,2023-03-12,6676.46,9332.19,False,2024-05-08T19:24:28
187,535,2023-12-15,2024-01-14,7929.50,2875.16,False,2025-09-24T18:33:13
188,276,2023-03-02,2023-04-01,7905.93,8047.76,True,2024-04-02T23:00:11
189,884,2024-10-29,2024-11-28,8659.39,6897.01,False,2024-03-19T13:33:33
190,1016,2023-08-20,2023-09-19,8609.94,2332.97,True,2024-12-25T23:50:05
191,1589,2024-01-17,2024-02-16,9456.05,6907.44,True,2024-05-04T19:42:56
192,1401,2024-07-03,2024-08-02,9261.23,898.88,False,2023-11-02T16:18:15
193,478,2023-06-21,2023-07-21,5368.53,3103.05,True,2025-02-14T12:29:07
194,96,2023-02-03,2023-03-05,7825.82,9348.70,False,2025-07-22T23:46:26
195,675,2023-05-18,2023-06-17,9606.26,3819.78,False,2023-03-08T07:50:33
196,362,2023-10-08,2023-11-07,1613.83,1505.92,True,2023-06-06T06:32:04
197,135,2023-03-08,2023-04-07,8201.98,8118.88,False,2022-12-24T21:54:19
198,572,2023-05-10,2023-06-09,4895.20,5845.32,True,2024-05-27T06:21:18
199,215,2024-03-06,2024-04-05,1668.90,9177.17,False,2024-09-05T15:28:02
200,1268,2023-06-06,2023-07-06,7071.65,3213.44,True,2024-01-03T17:03:36
201,445,2024-09-09,2024-10-09,1043.99,6642.95,True,2023-07-19T06:08:58
202,273,2024-06-01,2024-07-01,1185.58,5203.20,False,2023-12-30T22:53:52
203,1611,2024-04-02,2024-05-02,7636.36,3206.62,True,2025-04-26T10:36:42
204,1780,2023-11-21,2023-12-21,1835.28,8189.74,True,2023-10-07T23:50:56
205,1788,2023-11-29,2023-12-29,1253.87,3288.93,True,2024-06-20T11:04:14
206,50,2024-04-16,2024-05-16,4437.80,621.19,False,2023-11-04T03:37:10
207,239,2024-06-08,2024-07-08,4120.02,1585.62,False,2023-04-18T06:15:34
208,343,2024-07-22,2024-08-21,8829.76,1213.82,True,2024-05-19T22:43:41
209,20,2023-01-24,2023-02-23,5960.55,2449.75,True,2022-11-22T07:16:56
210,39,2022-12-29,2023-01-28,9748.94,7912.90,False,2023-12-18T05:00:23
211,1233,2024-03-10,2024-04-09,6758.71,2045.94,False,2025-05-11T09:09:30
212,132,2023-05-04,2023-06-03,2642.27,8293.71,True,2024-04-17T11:55:53
213,320,2022-12-08,2023-01-07,2352.20,6336.32,True,2022-12-02T18:14:54
214,441,2024-01-05,2024-02-04,6793.79,9090.41,True,2025-02-22T23:27:49
215,62,2024-06-10,2024-07-10,8580.43,6339.33,True,2025-06-09T22:51:30
216,1706,2024-07-04,2024-08-03,6169.16,444.46,False,2023-07-23T20:36:22
217,795,2023-07-31,2023-08-30,6353.24,1149.52,True,2024-12-05T23:49:03
218,1672,2024-10-06,2024-11-05,4328.34,8914.61,False,2025-03-17T11:44:39
219,293,2023-07-16,2023-08-15,8997.59,1826.15,False,2023-02-03T23:09:57
220,747,2023-09-01,2023-10-01,961.37,6888.33,True,2023-09-10T09:17:36
221,889,2023-01-28,2023-02-27,7490.30,8554.02,False,2024-04-09T04:59:13
222,469,2023-05-06,2023-06-05,2789.29,2281.96,True,2025-07-04T15:22:04
223,230,2023-09-22,2023-10-22,9569.82,6863.34,False,2022-12-27T08:10:16
224,271,2024-10-03,2024-11-02,3591.86,1020.94,False,2023-11-21T01:03:43
225,1727,2024-06-18,2024-07-18,8418.61,2876.16,True,2023-01-13T16:24:59
226,994,2023-11-28,2023-12-28,2820.41,8394.22,False,2024-10-16T09:08:35
227,1364,2023-04-28,2023-05-28,1208.87,7035.93,False,2023-08-24T06:46:58
228,206,2023-09-29,2023-10-29,2465.93,6383.49,True,2023-10-24T23:49:45
229,1212,2023-05-13,2023-06-12,4260.16,2247.43,True,2024-04-07T10:32:12
230,601,2024-08-14,2024-09-13,9766.91,4747.61,True,2022-11-24T17:30:39
231,1307,2024-09-12,2024-10-12,8503.53,3475.51,False,2025-02-14T00:05:25
232,850,2023-02-04,2023-03-06,3705.62,2552.16,True,2024-01-18T03:20:00
233,456,2023-09-28,2023-10-28,8055.89,2450.12,False,2025-06-18T07:43:12
234,985,2023-09-05,2023-10-05,3140.53,2413.69,True,2024-04-19T21:23:40
235,1205,2023-07-09,2023-08-08,3540.80,4989.77,True,2023-12-12T02:48:49
236,57,2022-11-19,2022-12-19,8056.37,3115.84,False,2024-12-23T20:10:29
237,291,2023-01-27,2023-02-26,6975.81,4842.10,True,2024-01-10T11:07:07
238,190,2024-07-02,2024-08-01,7277.00,4317.77,True,2024-06-09T10:16:05
239,1328,2023-10-02,2023-11-01,1652.13,3961.09,True,2025-09-03T07:30:35
240,1977,2023-04-12,2023-05-12,8388.48,561.90,False,2023-11-05T17:54:51
241,1574,2023-02-08,2023-03-10,6514.69,9367.07,False,2023-04-19T05:14:16
242,1047,2024-10-09,2024-11-08,7307.79,7009.32,False,2024-11-07T00:23:46
243,796,2022-12-01,2022-12-31,8673.31,3016.93,True,2023-04-05T02:47:00
244,121,2023-04-17,2023-05-17,1427.96,1360.51,True,2023-03-06T18:02:21
245,288,2024-02-04,2024-03-05,2529.28,419.93,False,2025-10-04T22:11:23
246,713,2023-02-07,2023-03-09,1499.03,5152.95,True,2024-09-16T08:21:40
247,832,2023-12-26,2024-01-25,7569.23,8071.98,True,2023-01-01T13:49:59
248,1745,2024-04-12,2024-05-12,5122.74,3576.44,False,2024-06-01T23:22:00
249,1985,2022-12-10,2023-01-09,3763.68,8764.18,True,2025-02-17T12:56:46
250,799,2024-06-16,2024-07-16,8240.17,4599.44,False,2025-03-08T08:28:40
251,1644,2023-07-10,2023-08-09,698.53,4051.30,False,2025-02-10T01:44:45
252,1327,2024-02-15,2024-03-16,2015.15,1722.84,False,2023-11-18T07:17:35
253,402,2024-10-10,2024-11-09,7467.00,6532.20,False,2024-12-17T13:47:53
254,871,2023-09-27,2023-10-27,5610.35,7165.60,False,2024-04-26T02:37:00
255,1607,2023-08-29,2023-09-28,9589.73,492.44,True,2024-12-06T14:17:07
256,527,2024-09-29,2024-10-29,8530.51,9005.88,False,2023-05-11T07:00:24
257,165,2024-03-28,2024-04-27,8952.78,7938.48,False,2023-01-15T14:05:56
258,1604,2023-11-12,2023-12-12,6899.45,2470.09,False,2023-03-14T21:31:28
259,772,2023-01-22,2023-02-21,7644.77,1204.32,False,2023-11-09T16:10:35
260,1609,2024-02-29,2024-03-30,1855.23,9170.79,False,2025-08-11T06:18:37
261,236,2023-04-24,2023-05-24,7019.17,5696.59,False,2024-02-09T04:21:20
262,1921,2023-08-04,2023-09-03,3306.63,2382.73,False,2023-04-22T00:33:58
263,745,2024-03-25,2024-04-24,6014.45,3631.69,True,2025-07-21T05:28:35
264,102,2023-11-20,2023-12-20,1878.90,6016.63,True,2024-02-17T22:26:06
265,874,2024-07-11,2024-08-10,7329.54,3585.84,False,2024-09-16T03:55:57
266,401,2024-09-11,2024-10-11,9751.88,4265.00,False,2025-05-17T01:36:31
267,277,2024-10-07,2024-11-06,8208.78,6660.14,False,2023-10-31T04:29:19
268,417,2024-03-22,2024-04-21,4421.90,1244.81,True,2025-05-14T20:19:56
269,1159,2024-08-22,2024-09-21,5446.72,1851.33,False,2025-03-23T13:04:45
270,117,2024-01-14,2024-02-13,6627.29,1459.49,False,2023-04-26T08:30:26
271,1362,2023-12-16,2024-01-15,3322.71,774.96,True,2024-10-16T14:14:17
272,857,2023-08-24,2023-09-23,557.29,3089.97,False,2024-12-05T13:35:05
273,122,2022-11-24,2022-12-24,7951.35,516.06,True,2023-02-13T07:26:06
274,744,2022-12-02,2023-01-01,2113.10,3339.30,True,2024-07-31T09:50:12
275,1354,2023-03-16,2023-04-15,6754.98,2112.69,True,2024-09-18T06:11:09
276,922,2023-02-19,2023-03-21,4501.98,9444.99,True,2024-11-06T13:44:31
277,1859,2024-07-03,2024-08-02,5971.98,3122.43,True,2025-10-15T17:17:35
278,1008,2023-09-21,2023-10-21,4014.77,6578.60,True,2024-02-28T03:00:03
279,796,2023-05-10,2023-06-09,2849.58,9298.05,True,2023-12-24T19:44:52
280,719,2023-11-30,2023-12-30,7827.91,2840.27,True,2025-09-19T15:17:08
281,1134,2024-01-17,2024-02-16,1579.31,2110.15,True,2023-09-10T06:11:23
282,433,2023-10-03,2023-11-02,7673.85,5959.92,False,2023-11-02T22:29:33
283,1267,2023-03-02,2023-04-01,6490.55,1340.24,True,2023-10-07T12:22:18
284,1642,2024-04-28,2024-05-28,6057.91,6330.68,False,2023-02-20T12:09:01
285,889,2023-06-05,2023-07-05,9546.12,1643.22,True,2024-06-02T00:04:31
286,1601,2023-08-07,2023-09-06,8487.01,3883.19,False,2023-08-10T04:35:23
287,569,2023-03-14,2023-04-13,7348.10,8014.13,False,2025-02-14T04:21:04
288,771,2023-09-21,2023-10-21,2967.28,5450.53,False,2022-12-07T03:50:55
289,784,2023-04-21,2023-05-21,2110.94,8580.55,False,2025-02-21T15:25:26
290,1888,2024-08-03,2024-09-02,3853.42,7176.58,True,2024-04-24T06:54:24
291,1329,2024-02-11,2024-03-12,8735.85,8459.86,False,2024-09-25T17:53:58
292,508,2024-06-04,2024-07-04,8045.80,7936.38,True,2023-12-11T19:26:06
293,730,2024-05-12,2024-06-11,4950.82,542.08,True,2025-06-29T06:49:33
294,1054,2023-10-01,2023-10-31,4603.33,475.39,False,2025-08-26T00:33:29
295,1288,2023-03-27,2023-04-26,3681.99,7977.42,False,2023-11-30T12:27:08
296,489,2024-03-29,2024-04-28,5522.77,8210.73,False,2023-07-27T23:24:28
297,1400,2023-12-21,2024-01-20,3668.85,501.98,True,2024-05-03T13:23:21
298,1923,2023-06-09,2023-07-09,9292.24,8308.12,False,2022-12-20T01:23:20
299,691,2024-09-01,2024-10-01,8412.37,1472.17,True,2022-12-13T18:46:25
300,1764,2023-09-02,2023-10-02,8472.53,7604.07,True,2024-12-27T22:55:32
301,1596,2024-09-10,2024-10-10,3814.45,5223.76,True,2024-07-17T23:20:04
302,1658,2024-09-07,2024-10-07,6244.93,9496.82,True,2024-06-18T12:03:28
303,1742,2024-07-17,2024-08-16,8678.26,2172.33,False,2023-03-12T14:40:50
304,1002,2023-12-14,2024-01-13,2583.48,536.23,True,2024-01-24T02:50:33
305,1663,2023-11-26,2023-12-26,1004.28,5514.31,False,2025-10-19T02:59:00
306,39,2023-08-31,2023-09-30,1493.73,4319.97,False,2023-10-25T17:48:15
307,951,2024-03-27,2024-04-26,8021.60,5791.48,True,2023-12-11T04:24:52
308,1192,2024-01-27,2024-02-26,8718.13,1519.47,True,2023-09-17T12:58:56
309,673,2024-01-03,2024-02-02,620.67,4855.43,True,2025-03-28T10:54:46
310,1186,2023-07-26,2023-08-25,4852.88,5877.08,False,2025-01-20T02:28:44
311,601,2024-06-15,2024-07-15,9729.78,7311.59,False,2025-10-13T09:19:59
312,1918,2024-04-08,2024-05-08,7213.31,622.94,False,2024-03-10T19:48:24
313,1211,2023-03-06,2023-04-05,9465.15,9448.77,False,2023-12-29T10:23:24
314,507,2023-11-21,2023-12-21,5343.43,7666.18,False,2025-01-25T14:12:23
315,425,2023-04-29,2023-05-29,5746.89,3177.22,True,2025-06-11T05:11:06
316,1581,2023-01-07,2023-02-06,7072.36,6167.00,False,2025-10-11T08:56:03
317,847,2024-08-12,2024-09-11,5205.72,5935.38,False,2024-12-30T20:39:42
318,1280,2023-12-02,2024-01-01,2053.24,3831.91,False,2023-03-14T03:42:04
319,465,2023-04-08,2023-05-08,2058.62,4730.40,True,2025-06-07T20:52:44
320,1973,2024-06-16,2024-07-16,3012.48,2478.09,True,2023-07-14T04:24:43
321,391,2024-09-02,2024-10-02,6925.70,6175.77,True,2024-11-04T10:40:10
